"code","type","firma","bulstat","fobshtina","fgrad","vei","vobshtina","vgrad","moshtnost","vavejdane","geo"
"ЕТУР02СЕ0000","СЕ","”Енерджитур” ЕООД",160094020,"Карлово","Баня","ФтЕЦ ”Баня - 1”","Карлово","с. Дъбене",0.1741,20512,"42.60612,24.76594"
"ЕТУР03СЕ0000","СЕ","”Енерджитур” ЕООД",160094020,"Карлово","Баня","ФтЕЦ ”Баня - 2”","Карлово","с. Дъбене",0.13928,20512,"42.60651,24.76442"
"ЕТУР01СЕ0000","СЕ","”Енерджитур” ЕООД",160094020,"Карлово","Баня","ФтЕЦ ”Мранчево”","Карлово","с. Дъбене",0.13928,20512,"42.60605,24.76581"
"САМ901СЕ0000","СЕ","”Солар АМ - 2009” ООД",200679770,"Любимец","Любимец","ФтЕЦ ”Солар АМ”","Любимец","с. Георги Добрево",0.0798,230512,"41.86414,26.13179"
"ГМЕЖ01СЕ0000","СЕ","”Грийн Миг Енерджи” ООД",825275971,"Пловдив","Пловдив","ФтЕЦ ”Грийн Миг Енерджи”","Пловдив","Пловдив",0.168,230512,"42.16948,24.72225"
"ЕСХГ01СЕ0000","СЕ","”Еко Солар Холдинг Груп” ЕООД",200453134,"Столична","София","ФтЕЦ ”Еко Солар Холдинг”","Брезово","с. Пъдарско",0.0798,180512,"42.3477629,24.8929192"
"ССКИ01СЕ0000","СЕ","ЕТ ”Соларис - АИ - Кристиян Илиев”",200519431,"Опан","с. Ястребово","ФтЕЦ ”Соларис - Ястребово”","Опан","с. Ястребово",0.15021,90512,"42.2829523,25.6659932"
"БСОЛ01СЕ0000","СЕ","”Босолар” ЕООД",200622591,"Годеч","Годеч","ФтЕЦ ”Годеч”","Годеч","Годеч",0.054405,90412,"43.01396,23.04154"
"АПКП01СЕ0000","СЕ","”АПК - Павликянов” ЕООД",110568803,"Ловеч","Ловеч","ФтЕЦ ”АПК Павликянов”","Опан","с. Княжевско",0.0999,231211,"42.21224,25.79589"
"СЛМЙ01СЕ0000","СЕ","”Солмейт” ЕООД",201750804,"Столична","София","ФтЕЦ ”Солмейт - Средец”","Опан","с. Средец",0.19964,70212,"42.24551,25.68107"
"ЕКОС02СЕ0000","СЕ","”Екостар - С” ЕООД",200375536,"Опан","с. Пъстрен","ФтЕЦ ”Екостар - Пъстрен 2”","Опан","с. Пъстрен",0.19941,210412,"42.25428,25.74551"
"МБАЛ01СЕ0000","СЕ","МБАЛ ”Д-р Иван Селимински” АД",119502733,"Сливен","Сливен","ФтЕЦ ”МБАЛ - Сливен”","Сливен","Сливен",0.01,190309,"42.68355,26.30704"
"ЗАРА01СЕ0000","СЕ","”Зара лизинг” ЕООД",160016120,"Сливен","Сливен","ФтЕЦ ”Зара лизинг - Крушаре”","Сливен","с. Крушаре",1.3,190512,"42.56534,26.37868"
"ЕЛПА01СЕ0000","СЕ","”Елпарт” ООД",110561463,"Априлци","Априлци","ФвЕЦ ”Видима”","Априлци","Априлци",0.06804,220612,"42.83814,24.89939"
"РУСИ01СЕ0000","СЕ","ЕТ ”Русина Цанова”",201139663,"Правец","с. Разлив","ФтЕЦ ” Солар Русина”","Правец","с. Разлив",0.076,110612,"42.9127516,23.8707423"
"УНИВ01СЕ0000","СЕ","ЕТ ”Универсум - Румен Янчев”",114119510,"Долни дъбник","Долни дъбник","ФвЕЦ ”Универсум”","Долни дъбник","Долни дъбник",0.1,280612,"43.40208,24.45112"
"ПАСЛ01СЕ0000","СЕ","”ПА Солар” ЕООД",201066657,"Сандански","Сандански","ФЕЦ ”ПА Солар”","Сандански","с. Джигурово",0.03,280612,"41.56041,23.30942"
"ХДРД01ВД0000","ВД","”Хидроенерджи” ООД",115794090,"Пловдив","Пловдив","МВЕЦ ”Чаир дере”","Девин","с. Триград",1.5,210512,"41.59708,24.37518"
"ГАТО01СЕ0000","СЕ","ЕТ ”Габриела Тодорова - Солар”",201108778,"Белоградчик","с. Вещица","ФтЕЦ ”Вещица”","Белоградчик","с. Вещица",0.1128,260612,"43.68318,22.59362"
"ХИРУ01ВД0000","ВД","”Хидроенерджи Груп” ООД",175133827,"Столична","София","МВЕЦ ”Црънча”","Доспат","с. Црънча",3.2,290612,"41.56455,24.09718"
"СОПА01СЕ0000","СЕ","”Соларен парк - България” ЕАД",200287342,"Столична","София","ФтЕЦ ”Соларен парк - България - Йерусалимово 460”","Любимец","с. Йерусалимово",4.98,150612,"41.89703,26.10579"
"ЗЕСВ01СЕ0000","СЕ","”Зелена светлина 2010-3” ООД",201258137,"Столична","София","ФтЕЦ ”Зелена светлина - Чинтулово”","Сливен","с. Чинтулово",2,250612,"42.64660,26.22904"
"ГЛОБ01СЕ0000","СЕ","”Глобал Солар” ООД",201633548,"Столична","София","ФтЕЦ ”Глобал Солар”","Пловдив","Пловдив",0.2,260612,"42.16980,24.74572"
"ФЕКО01СЕ0000","СЕ","”Фей енд Ко” ООД",200432763,"Столична","София","ФтЕЦ ”Фей енд Ко - Николаево”","Николаево","Николаево",2.7,130212,"42.63064,25.78610"
"БНРГ01СЕ0000","СЕ","”БНРГ Камено” ЕООД",200860888,"Столична","София","ФтЕЦ ”БНРГ Камено 1”","Камено","Камено",1,290512,"42.57956,27.30033"
"БНРГ02СЕ0000","СЕ","”БНРГ Камено” ЕООД",200860888,"Столична","София","ФтЕЦ ”БНРГ Камено 2”","Камено","Камено",1,290512,"42.57985,27.29982"
"КАСО01СЕ0000","СЕ","”Камено Солар” ЕООД",200861723,"Столична","София","ФтЕЦ ”Камено Солар 2”","Камено","Камено",1,290512,"42.58007,27.30016"
"РАКЛ01СЕ0000","СЕ","”Раклиново Солар” ЕООД",200848035,"Столична","София","ФтЕЦ ”Раклиново Солар”","Айтос","с. Раклиново",1.9,50612,"42.76498,27.05321"
"СВПЖ01СЕ0000","СЕ","”Савитар Проджект” ЕООД",201833869,"Столична","София","ФтЕЦ ”Орешец 5”","Димово","с. Гара Орешец",0.2,220612,"43.65644,22.74916"
"ХДЖД01СЕ0000","СЕ","”Хелиос Проджект Димово” АД",201343370,"Столична","София","ФтЕЦ ”Орешец 4”","Димово","с. Гара Орешец",0.2,220612,"43.65551,22.74633"
"ФИЛИ04СЕ0000","СЕ","”Филимекс” ООД",825235373,"Пловдив","Пловдив","ФтЕЦ ”Филимекс - 1”","Хисар","с. Старо железаре",0.634,60612,"42.44584,24.66447"
"ФИЛИ03СЕ0000","СЕ","”Филимекс” ООД",825235373,"Пловдив","Пловдив","ФтЕЦ ”Филимекс - 4”","Хисар","с. Старо железаре",0.323,200612,"42.44550,24.66546"
"ФИЛИ02СЕ0000","СЕ","”Филимекс” ООД",825235373,"Пловдив","Пловдив","ФтЕЦ ”Филимекс - 3”","Хисар","с. Старо железаре",0.255,200612,"42.44451,24.66424"
"ФИЛИ01СЕ0000","СЕ","”Филимекс” ООД",825235373,"Пловдив","Пловдив","ФтЕЦ ”Филимекс - 2”","Хисар","с. Старо железаре",0.182,200612,"42.44521,24.66309"
"САНС01СЕ0000","СЕ","”Сансеба” ЕООД",201172088,"Кула","с. Коста Перчево","ФтЕЦ ”Коста Перчево”","Кула","с. Коста Перчево",0.08832,270612,"43.85551,22.58415"
"ЕПУГ01СЕ0000","СЕ","”Екопауър груп” АД",200279502,"Пловдив","Пловдив","ФтЕЦ ”Екопауър груп”","Пловдив","Пловдив",0.19872,250612,"42.17697,24.75533"
"КУШИ01СЕ0000","СЕ","”Куш Инвест” ООД",147037113,"Бургас","Бургас","ФтЕЦ ”Куш Инвест - Равадиново”","Созопол","с. Равадиново",1.50936,10612,"42.38825,27.66773"
"ОРГА01СЕ0000","СЕ","”Органик сън” ЕООД",201127910,"Столична","София","ФтЕЦ ”Органик сън - Долно Сахране”","Павел баня","с. Долно Сахране",0.1755,290612,"42.63155,25.23855"
"СОСГ01СЕ0000","СЕ","”Солар Системс Груп” ЕООД",201394639,"Столична","София","ФтЕЦ ”Солар Системс Груп - Долно Сахране”","Павел баня","с. Долно Сахране",0.1755,290612,"42.63173,25.23804"
"СИНХ01СЕ0000","СЕ","”Синхро” ООД",40259046,"Пазарджик","Пазарджик","ФтЕЦ ”Синхро”","Пазарджик","с. Драгор",0.1625,30412,"42.22925,24.29347"
"ГЕЧЕ01СЕ0000","СЕ","”Гечев Соларс” ЕООД",200502777,"Земен","с. Елов дол","ФЕЦ ”Елов дол - 3”","Земен","с. Елов дол",0.063,270612,"42.62161,22.74193"
"СПИС02СЕ0000","СЕ","”Спи Енергийни Системи” ЕООД",200402871,"Брезник","с. Кошарево","ФЕЦ ”Кошарево - 2”","Брезник","с. Кошарево",0.063,270612,"42.67407,22.77684"
"СПИС01СЕ0000","СЕ","”Спи Енергийни Системи” ЕООД",200402871,"Брезник","с. Кошарево","ФтЕЦ ”Орешец - 7”","Димово","с. Гара Орешец",0.199,220612,"43.65515,22.73187"
"ГИПТ01СЕ0000","СЕ","”Гип Трейдинг” ЕООД",131011412,"Земен","с. Елов дол","ФтЕЦ ”Елов дол - 1”","Земен","с. Елов дол",0.2,270612,"42.61824,22.74652"
"СЕЛД01СЕ0000","СЕ","”Солари Елов Дол” ООД",200502396,"Земен","с. Елов дол","ФтЕЦ ”Елов дол - 4”","Земен","с. Елов дол",0.063,270612,"42.61916,22.74590"
"МОЛИ01СЕ0000","СЕ","”Монели” ЕООД",200004965,"Столична","София","ФтЕЦ ”Кошарево - 1”","Брезник","с. Кошарево",0.063,270612,"42.66743,22.77367"
"ГИЛС01СЕ0000","СЕ","”Гилс” ЕООД",113511992,"Земен","с. Елов дол","ФтЕЦ ”Елов дол - 2”","Земен","с. Елов дол",0.063,270612,"42.4779376,22.7471341"
"ПСЕЙ01СЕ0000","СЕ","”Пи Си Ей” ЕООД",201477526,"Столична","София","ФтЕЦ ”Орешец - 8”","Димово","с. Гара Орешец",0.199,220612,"43.65467,22.74418"
"КАПР01СЕ0000","СЕ","”Калина Проджект” ЕООД",201833613,"Столична","София","ФтЕЦ ”Орешец - 6”","Димово","с. Гара Орешец",0.2,220612,"43.65750,22.74976"
"МЕЗЕ01СЕ0000","СЕ","”Мезек Биоенерджи” ЕООД",200608136,"Свиленград","Свиленград","ФтЕЦ ”Мезек Биоенерджи”","Свиленград","с. Мезек",0.076,250612,"41.7382583,26.0881214"
"ТРАД01СЕ0000","СЕ","”Тракия Енерджи” ООД",201070644,"Свиленград","Свиленград","ФтЕЦ ”Тракия Енерджи - Мезек”","Свиленград","с. Мезек",1.06,270612,"41.73880,26.08463"
"ЛЕАН01СЕ0000","СЕ","”Лериан” ООД",201170160,"Мъглиж","Мъглиж","ФтЕЦ ”Лериан - Мъглиж”","Мъглиж","Мъглиж",0.0756,190612,"42.60054,25.54511"
"МНСО01СЕ0000","СЕ","”МН Солар” ООД",200959078,"Бургас","Бургас","ФтЕЦ ”МН Солар - Медвен”","Котел","с. Медвен",0.49,290612,"42.84408,26.56223"
"ВИГО01СЕ0000","СЕ","”ВИ-ГО 9991” ЕООД",200305687,"Гърмен","с. Огняново","ФтЕЦ ”ВИ-ГО”","Гърмен","с. Огняново",0.086,290612,"41.60957,23.78707"
"ЕНВЕ01СЕ0000","СЕ","”Ен - Вижън Енерджи” ЕООД",175312342,"Столична","София","ФтЕЦ ”Феромагнит 1”","Перник","с. Кралев дол",0.2,270612,"42.56496,23.09339"
"НВСФ01СЕ0000","СЕ","”Н-Висион Солар Фонд 1” ЕООД",200674136,"Столична","София","ФтЕЦ ”Феромагнит 2”","Перник","с. Кралев дол",0.2,270612,"42.56510,23.09331"
"СЕВМ01СЕ0000","СЕ","”Севморпут” ЕООД",200523383,"Столична","София","ФтЕЦ ”Феромагнит 3”","Перник","с. Кралев дол",0.2,270612,"42.56129,23.09613"
"АС0101СЕ0000","СЕ","”АС Солар 01” ЕООД",200750018,"Опан","с. Княжевско","ФтЕЦ ”АС Солар - Княжевско 1”","Опан","с. Княжевско",0.09576,290512,"42.21227,25.79471"
"АС0102СЕ0000","СЕ","”АС Солар 01” ЕООД",200750018,"Опан","с. Княжевско","ФтЕЦ ”АС Солар - Княжевско 2”","Опан","с. Княжевско",0.1026,290512,"42.21222,25.79579"
"СМ9501СЕ0000","СЕ","”Симона 1995” ЕООД",200130832,"Трекляно","с. Уши","ФтЕЦ ”Уши 3”","Трекляно","с. Уши",0.1974,110612,"42.52496,22.56124"
"ЕРУП01СЕ0000","СЕ","”Екстиим груп” ЕООД",200129709,"Трекляно","с. Уши","ФтЕЦ ”Уши 1”","Трекляно","с. Уши",0.1974,200612,"42.52419,22.56177"
"ЕФИК02СЕ0000","СЕ","”Еко Трафик” ЕООД",126705214,"Минерални бани","с. Татарево","ФтЕЦ ”Татарево 2”","Минерални бани","с. Татарево",0.09984,140512,"41.94582,25.39837"
"ЕФИК01СЕ0000","СЕ","”Еко Трафик” ЕООД",126705214,"Минерални бани","с. Татарево","ФтЕЦ ”Еко Трафик - Татарево”","Минерални бани","с. Татарево",0.03,170512,"41.94573,25.39863"
"ЕГНО01СЕ0000","СЕ","”Егнатия О. България” ЕООД",130491385,"Столична","София","ФтЕЦ ”Храбърско”","Божурище","с. Храбърско",0.084,270612,"42.80664,23.06356"
"ДИАТ03СЕ0000","СЕ","”Дианат” ООД",130524967,"Столична","София","ФтЕЦ ”Дианат 30 - Ямбол”","Ямбол","Ямбол",0.03,120612,"42.48456,26.52606"
"ДИАТ04СЕ0000","СЕ","”Дианат” ООД",130524967,"Столична","София","ФтЕЦ ”Дианат 60 - Ямбол”","Ямбол","Ямбол",0.06,280612,"42.48159,26.52794"
"ИБВС01СЕ0000","СЕ","”ИБВ - Солар” ООД",200917691,"Марица","с. Костиево","ФтЕЦ ”ИБВ - Солар”","Марица","с. Костиево",0.198,250612,"42.17989,24.61909"
"ХЕМР01СЕ0000","СЕ","”Хугин енд Мунин - Рени” ЕООД",200305192,"Айтос","Айтос","ФтЕЦ ”Хугин - Айтос”","Айтос","Айтос",0.003,31209,"42.70779,27.24497"
"ЗИРУ01СЕ0000","СЕ","”Зита Русе Солар” ООД",200342995,"Русе","Русе","ФтЕЦ ”Зита”","Русе","Русе",0.11724,100310,"43.86460,26.00541"
"ЕКРИ01СЕ0000","СЕ","”Еко Мъдрино” ЕООД",200881583,"Варна","Варна","ФтЕЦ ”Еко Мъдрино”","Карнобат","с. Мъдрино",2,270612,"42.70855,26.90740"
"МИОС01СЕ0000","СЕ","”Мирос” ЕООД",113055072,"Перник","Перник","ФтЕЦ ”Мирос”","Брезник","с. Режанци",0.2,290612,"42.72206,22.85042"
"ИВИС01СЕ0000","СЕ","”Ивисол” ООД",201194663,"Тетевен","Тетевен","ФтЕЦ ”Асен”","Тетевен","с. Гложене",0.1755,280612,"43.69676,23.81908"
"ЕКЕГ01СЕ0000","СЕ","”Еко Енергетик 1” ЕООД",200328796,"Столична","София","ФтЕЦ ”Снежина”","Провадия","с. Снежина",0.0726,160312,"43.15864,27.26180"
"НЕЗИ01СЕ0000","СЕ","”Невен-ЗИГ Солар” ООД",200823473,"Стара Загора","Стара Загора","ФтЕЦ ”Невен-ЗИГ Солар”","Мъглиж","Мъглиж",0.0756,170512,"42.60517,25.53745"
"МАРВ01СЕ0000","СЕ","”Марвел 2010” ООД",201159872,"Чирпан","Чирпан","ФтЕЦ ”Марвел - Чирпан”","Чирпан","Чирпан",0.1,190412,"42.19666,25.32151"
"КАСО02СЕ0000","СЕ","”Камено Солар” ЕООД",200861723,"Столична","София","ФтЕЦ ”Камено Солар 1”","Камено","Камено",1,290512,"42.58220,27.29954"
"КАПВ01СЕ0000","СЕ","”Каменар ПВ” ЕООД",200921608,"Столична","София","ФтЕЦ ”Каменар ПВ 1”","Поморие","с. Каменар",1.0152,300512,"42.62672,27.57023"
"КАПВ02СЕ0000","СЕ","”Каменар ПВ” ЕООД",200921608,"Столична","София","ФтЕЦ ”Каменар ПВ 2”","Поморие","с. Каменар",1.2032,300512,"42.62625,27.57038"
"КМСА01СЕ0000","СЕ","”Каменар Санпaуър” ЕООД",200921519,"Столична","София","ФтЕЦ ”Каменар Санпауър”","Поморие","с. Каменар",1.6168,300512,"42.62549,27.56873"
"КАМС02СЕ0000","СЕ","”Каменар Солар” ЕООД",200921589,"Столична","София","ФтЕЦ ”Каменар Солар 2”","Поморие","с. Каменар",1.0528,300512,"42.62271,27.57252"
"КАМС01СЕ0000","СЕ","”Каменар Солар” ЕООД",200921589,"Столична","София","ФтЕЦ ”Каменар Солар 1”","Поморие","с. Каменар",1.2032,300512,"42.62297,27.57267"
"БРЕЗ01СЕ0000","СЕ","”Брезово - 1” ЕООД",201514184,"Столична","София","ФтЕЦ ”Брезово - 1”","Брезово","Брезово",3,60612,"42.34011,25.05013"
"АПЛМ01СЕ0000","СЕ","”Агриплам” ЕООД",200206949,"Столична","София","ФтЕЦ ”Агриплам”","Летница","Летница",4,140612,"43.31671,25.04636"
"МДЖТ01СЕ0000","СЕ","”Мениджпроект” ЕООД",200252302,"Столична","София","ФтЕЦ ”Мениджпроект”","Летница","Летница",4,140612,"43.31968,25.05140"
"СРПК01СЕ0000","СЕ","”Солар Парк” ЕООД",200814054,"Столична","София","ФтЕЦ ”Солар Парк”","Летница","Летница",2,140612,"43.31818,25.04608"
"ФШТД01СЕ0000","СЕ","”Фиштрейд” ЕООД",200147575,"Столична","София","ФтЕЦ ”Фиштрейд”","Летница","Летница",4,140612,"43.31977,25.05178"
"ВСДЖ01СЕ0000","СЕ","”Веселиново Енерджи” ЕООД",200755264,"Столична","София","ФтЕЦ ”Веселиново Енерджи”","Тунджа","с. Веселиново",4,200612,"42.52525,26.53644"
"СЛЛС01СЕ0000","СЕ","”Солел - С” ЕООД",200880499,"Столична","София","ФтЕЦ ”Солел - С”","Симеоновград","Симеоновград",0.11232,220612,"42.03444,25.82482"
"ВГЛЯ01СЕ0000","СЕ","”Въгляров” ЕООД",201794626,"Казанлък","Казанлък","ФтЕЦ ”Въгляров - Казанлък”","Казанлък","Казанлък",0.025,250412,"42.61381,25.41000"
"ИКТР01ВД0000","ВД","”Инвестелектрик” ООД",110534815,"Троян","Троян","МВЕЦ ”Крива река”","Георги Дамяново","с. Дълги дел",0.735,150612,"43.26204,22.95567"
"ВИИН03СЕ0000","СЕ","”Виел инвест” ООД",147005069,"Поморие","Поморие","ФтЕЦ ”Виел инвест - Кротиря”","Поморие","Поморие",0.06,290312,"42.58007,27.60327"
"УСОЛ01СЕ0000","СЕ","”Усол” ООД",200988667,"Столична","София","ФтЕЦ ”Усол - Константиново”","Симеоновград","с. Константиново",1.3,270612,"41.99882,25.79332"
"ПВПВ01СЕ0000","СЕ","”ПВ Павликени” ЕООД",201175983,"Кула","с. Цар Петрово","ФтЕЦ ”Цар Петрово”","Кула","с. Цар Петрово",0.158,250612,"43.96119,22.61934"
"ЕВРИ01СЕ0000","СЕ","”Еврия Груп” ЕООД",175353969,"Столична","София","ФтЕЦ ”Априлци”","Априлци","Априлци",0.012,280512,"42.84057,24.92321"
"СОКО02СЕ0000","СЕ","”Солар Комерс” ООД",200307567,"Марица","с. Желязно","ФтЕЦ ”Соларкомерс - Труд”","Марица","с. Труд",0.02982,250612,"42.23634,24.72827"
"С57901СЕ0000","СЕ","”Солар - 579” ООД",201735019,"Бургас","Бургас","ФтЕЦ ”Солар - 579”","Айтос","с. Чукарка",0.5,220512,"42.64687,27.11460"
"БРРУ01СЕ0000","СЕ","”Братя Русеви” ЕООД",829113819,"Столична","София","ФтЕЦ ”Братя Русеви - Кортен”","Нова Загора","с. Кортен",0.324,110612,"42.54059,25.98790"
"СВАМ01СЕ0000","СЕ","”Светлина - АМ 2012” ООД",201949489,"Димитровград","с. Горски извор","ФтЕЦ ”Светлина - АМ 2012”","Димитровград","с. Горски извор",0.05,270612,"42.02239,25.42822"
"В2МО01СЕ0000","СЕ","”В2М” ООД",201106243,"Варна","Варна","ФтЕЦ ”Орлова могила”","Добрич","с. Орлова могила",2.188,110612,"43.55576,27.61924"
"ПЕУП01СЕ0000","СЕ","”Пег-Пауър Енерджи Груп” ООД",147122841,"Бургас","Бургас","ФтЕЦ ”Пег Пауър - Бургас SG-45”","Бургас","Бургас",0.045,281011,"42.49763,27.46839"
"ЗЗЗВ01СЕ0000","СЕ","ЕТ ”Зико - Златан Златев”",119054956,"Твърдица","с. Сборище","ФтЕЦ ”Зико - Присадец”","Тополовград","с. Присадец",0.04896,190512,"41.89520,26.53333"
"СЪВТ01СЕ0000","СЕ","”Еко сън ват 2010” ООД",201249526,"Сливен","Сливен","ФтЕЦ ”Екосън ват - Речица”","Сливен","Сливен",0.19734,170412,"42.6816536,26.3228685"
"ДНДН01СЕ0000","СЕ","”Еко Диана Динева” ЕООД",200347355,"Сливен","Сливен","ФтЕЦ ”Еко Диана Динева - Филипово”","Тополовград","с. Филипово",0.04968,220612,"41.91266,26.51936"
"ТРЙС01СЕ0000","СЕ","”Електра - Айтос” ЕООД",200818120,"Айтос","Айтос","ФтЕЦ ”Електра -Айтос”","Айтос","Айтос",0.15,110612,"42.70801,27.24484"
"ПУРЯ01СЕ0000","СЕ","”Сънпауър България” ООД",119672002,"Сливен","Сливен","ФтЕЦ ”Сънпауър България - Присадец”","Тополовград","с. Присадец",0.03888,190512,"41.89499,26.53631"
"ХБРС01СЕ0000","СЕ","”Хеброс Солар” ЕООД",200171470,"Харманли","Харманли","ФтЕЦ ”Хеброс Солар”","Харманли","с. Изворово",0.07144,250412,"41.95936,26.14087"
"ИЗВГ01СЕ0000","СЕ","”Извор Г” ЕООД",200171448,"Харманли","Харманли","ФтЕЦ ”Извор Г”","Харманли","с. Изворово",0.06815,250412,"41.95926,26.14003"
"ЙМДЖ01СЕ0000","СЕ","”Ей Ем Джи - Енерджи” ООД",200363156,"Смолян","Смолян","ФтЕЦ ”Елховец”","Рудозем","с. Елховец",0.0784,270612,"41.44496,24.80127"
"ЕКБУ01СЕ0000","СЕ","”Еко Ефект Бургас” ЕООД",201819061,"Бургас","Бургас","ФтЕЦ ”Голямо Буково”","Средец","с. Голямо Буково",0.01104,150512,"42.18894,27.18534"
"ВЕЛ901СЕ0000","СЕ","”ВЕЛ 2009” ООД",200541278,"Мадан","Мадан","ФтЕЦ ”ВЕЛ - Мадан”","Мадан","Мадан",0.131,290612,"41.50532,24.93950"
"СМ7501СЕ0000","СЕ","”СИМ 75” ЕООД",201819645,"Мадан","Мадан","ФтЕЦ ”СИМ - Буково”","Мадан","с. Буково",0.03,270612,"41.50734,24.99471"
"КК6301СЕ0000","СЕ","”КО ИН КО - 63” ЕООД",123049541,"Стара Загора","Стара Загора","ФтЕЦ ”КО ИН КО - Стара Загора”","Стара Загора","Стара загора",0.08,230512,"42.41173,25.63676"
"РАЙЧ01СЕ0000","СЕ","”Райчев” ЕООД",120045267,"Пловдив","Пловдив","ФтЕЦ ”Райчев”","Пловдив","Пловдив",0.10218,220612,"42.14316,24.80584"
"ТЕРЗ01СЕ0000","СЕ","”Терзиев - 89” ЕООД",160106532,"Първомай","Първомай","ФтЕЦ ”Терзиев - Солар”","Първомай","с. Брягово",0.1,270412,"41.98471,25.17010"
"ПАРТ01СЕ0000","СЕ","”Парти” ООД",119098408,"Столична","София","ФтЕЦ ”Парти - Речица”","Сливен","Сливен",0.986,150612,"42.61616,26.27030"
"ЕПРО01СЕ0000","СЕ","”Евро проджект” ООД",123750033,"Стара Загора","Стара Загора","ФтЕЦ ”Евро проджект - Герена”","Стара Загора","Стара загора",0.19943,290612,"42.41921,25.59900"
"ПАНЧ01ВД0000","ВД","”Панчарево” ООД",175151978,"Столична","София","ВЕЦ ”Панчарево”","Столична","София",0.4,220612,"42.58468,23.42860"
"ТИТН01СЕ0000","СЕ","”Титан Къмпани” ЕООД",124566634,"Гърмен","с. Гърмен","ФтЕЦ ”Титан”","Гърмен","с. Гърмен",0.2,290612,"41.59644,23.80080"
"СОМА01СЕ0000","СЕ","”Солар Мачмейкър” ЕООД",201058916,"Нова Загора","Нова Загора","ФтЕЦ ”Солар Мачмейкър - Сотиря”","Сливен","с. Сотиря",3.784,210612,"42.69719,26.40790"
"ЕНПР02СЕ0000","СЕ","”Енергийни Проекти България” ООД",200590962,"Нова Загора","Нова Загора","ФтЕЦ ”Енергийни проекти БГ - Атолово 2”","Стралджа","с. Атолово",2.4816,290612,"42.59975,26.72557"
"АТСО01СЕ0000","СЕ","”Атолово Солар” ООД",200759056,"Нова Загора","Нова Загора","ФтЕЦ ”Атолово Солар”","Стралджа","с. Атолово",5,290612,"42.59640,26.74201"
"ЕНПР01СЕ0000","СЕ","”Енергийни Проекти България” ООД",200590962,"Нова Загора","Нова Загора","ФтЕЦ ”Енергийни проекти БГ - Атолово 1”","Стралджа","с. Атолово",3.3934,290612,"42.59868,26.72218"
"ЕОЕЛ01ВЕ0000","ВЕ","”Еко Ел” ООД",119623918,"Твърдица","Твърдица","ВтЕЦ ”Твърдица”","Твърдица","Твърдица",0.285,251005,"42.70804,25.89992"
"ЕЛБС01СЕ0000","СЕ","”Елви БС” ЕООД",200143045,"Бургас","Бургас","ФтЕЦ ”Елви БС - Пещерско”","Айтос","с. Пещерско",0.6,210612,"42.74508,27.34930"
"САРО01СЕ0000","СЕ","”Санаро” ООД",201894936,"Бургас","Бургас","ФтЕЦ ”Санаро - Пирне”","Айтос","с. Пирне",0.0999,270412,"42.67951,27.20373"
"ИЙГИ01СЕ0000","СЕ","ЕТ ”Ивайло Георгиев Илиев”",201100258,"Никопол","с. Санадиново","ФВЕЦ ”Ивайло”","Никопол","с. Санадиново",0.08464,270612,"43.538101,25.0044102"
"ВДДА01СЕ0000","СЕ","”ВД инвест” ООД",200894171,"Раднево","Раднево","ФтЕЦ ”ВД инвест - Даскал Атанасово”","Раднево","с. Даскал Атанасово",0.00493,70610,"42.33916,25.90925"
"ВАТК02СЕ0000","СЕ","”Ватком” ЕООД",200348724,"Хаджидимово","Хаджидимово","ФтЕЦ ”Соларват”","Хаджидимово","с. Илинден",0.099,290612,"41.46557,23.79715"
"СФКС01СЕ0000","СЕ","”Сънфлекс” ЕООД",201183834,"Медковец","с. Медковец","ФтЕЦ ”Медковец Солар”","Медковец","с. Медковец",0.103,220612,"43.62843,23.16973"
"ФРСТ01СЕ0000","СЕ","”Форс инвест” ООД",201183713,"Медковец","с. Медковец","ФтЕЦ ”Форс солар”","Медковец","с. Медковец",0.103,220612,"43.62930,23.16887"
"ТУПР01СЕ0000","СЕ","”Таун Пропъртис” ООД",120560947,"Смолян","Смолян","ФтЕЦ ”Таун Пропъртис 1”","Мадан","с. Средногорци",0.116,270612,"41.53090,24.91484"
"ТУПР02СЕ0000","СЕ","”Таун Пропъртис” ООД",120560947,"Смолян","Смолян","ФтЕЦ ”Таун Пропъртис 2”","Мадан","с. Средногорци",0.12,270612,"41.53169,24.91648"
"ТУПР03СЕ0000","СЕ","”Таун Пропъртис” ООД",120560947,"Смолян","Смолян","ФтЕЦ ”Таун Пропъртис 3”","Мадан","с. Средногорци",0.096,270612,"41.53143,24.91678"
"ТХНР01СЕ0000","СЕ","”Техносолар” ЕООД",200648860,"Елин Пелин","Елин Пелин","ФтЕЦ ”Техносолар”","Елин Пелин","Елин Пелин",0.07749,180612,"42.66326,23.58822"
"КРЙС01СЕ0000","СЕ","”Калрейс” ООД",200995312,"Пловдив","Пловдив","ФтЕЦ ”Калрейс - Габарево”","Павел баня","с. Габарево",1.7,250612,"42.62922,25.15766"
"СДЕК01СЕ0000","СЕ","”Солар - Дебелата кория” ЕООД",201715543,"Симеоновград","с. Троян","ФтЕЦ ”Солар - Дебелата кория”","Симеоновград","с. Троян",0.03,80612,"42.05947,25.90468"
"ЕИНЕ01СЕ0000","СЕ","”Еко Интер Енерджи” ООД",201628907,"Варна","Варна","ФтЕЦ ”Зора”","Карлово","Клисура",0.116,50612,"42.69248,24.45408"
