"code","type","firma","bulstat","fobshtina","fgrad","vei","vobshtina","vgrad","moshtnost","vavejdane","geo"
"ЕЛКИ01СЕ0000","СЕ","”Ел Консулт Инвест” ЕООД",201609173,"Столична","София","ФтЕЦ ”Гюргич - 6”","Ружинци","с. Гюргич",0.14924,50112,"43.55131,22.87572"
"ЮЕСЮ01СЕ0000","СЕ","”Ю Ес Ю Енерджи” ООД",200567141,"Плевен","Плевен","ФтЕЦ ”Ю Ес Ю - Маленово”","Стралджа","с. Маленово",0.07943,160112,"42.55788,26.78140"
"СПТМ01СЕ0000","СЕ","”СППТМП” ЕООД",201114343,"Радомир","Радомир","ФтЕЦ ”Поцърненци 1”","Радомир","с. Поцърненци",0.0648,201011,"42.49210,22.89256"
"КАБЕ01ВД0000","ВД","”Кабелкомерс” ООД",812231930,"Бургас","Бургас","ВЕЦ ”Черни Осъм”","Троян","с. Черни Осъм",2.05,10870,"42.83676,24.76818"
"АВЕН01СЕ0000","СЕ","”Авенит” ЕООД",200361141,"Елхово","с. Жребино","ФтЕЦ ”Авенит - Жребино”","Елхово","с. Жребино",0.066,100811,"42.24786,26.70587"
"ВЕСВ01ВД0000","ВД","”ВЕЦ Своге” АД",201307919,"Столична","София","МВЕЦ ”Лакатник”","Своге","с. Лакатник и с. Миланово",3.025,20708,"43.08731,23.38225"
"ВЕСВ02ВД0000","ВД","”ВЕЦ Своге” АД",201307919,"Столична","София","МВЕЦ ”Свражен”","Своге","с. Лакатник и с. Миланово",3.5,160509,"43.08731,23.38225"
"РЗСР01СЕ0000","СЕ","”Разлог Солар” ЕООД",200539569,"Разлог","Разлог","ФтЕЦ ”Солар 1”","Разлог","Разлог",0.104,61210,"41.88403,23.47679"
"ЕСЛД01СЕ0000","СЕ","”ЕОС-ЛД” ООД",831142961,"Столична","София","ФтЕЦ ”Поляна”","Рудозем","с. Поляна",0.69874,231211,"41.42911,24.74782"
"ЕСЛД02СЕ0000","СЕ","”ЕОС-ЛД” ООД",831142961,"Столична","София","ФтЕЦ ”ЕОС-ЛД”","Чепеларе","Чепеларе",0.34968,170911,"41.72815,24.68557"
"ХЕРУ01СЕ0000","СЕ","”Хермес Пауър” ООД",200378920,"Елхово","Елхово","ФтЕЦ ”Хермес - Раздел”","Елхово","с. Раздел",0.05672,280110,"42.07576,26.65665"
"3ККО01СЕ0000","СЕ","”3К-Консулт” ЕООД",175372769,"Столична","София","ФтЕЦ ”3К-Кирилово”","Елхово","с. Кирилово",0.02506,191009,"42.22387,26.61489"
"КР0701СЕ0000","СЕ","”Крес 2007” ЕООД ",148129222,"Варна","Варна","ФтЕЦ ”Пчеларово”","Генерал Тошево","с. Пчеларово",0.18825,150711,"43.72663,27.92475"
"ВСТ402ВЕ0000","ВЕ","”Еко Инвест 2004” ООД",128584334,"Стралджа","Стралджа","ВтЕЦ ”Воденичане - 2”","Стралджа","с. Воденичане",1,241106,"42.54493,26.70150"
"ПЕЛА01СЕ0000","СЕ","ЕТ ”Пенка Славчевска”",201387395,"Хисаря","Хисаря","ФтЕЦ ”Хисаря”","Хисаря","Хисаря",0.046,100611,"42.50602,24.71327"
"РУШИ01ВЕ0000","ВЕ","”Рубикон Шипинг” ЕООД",117019426,"Русе","Русе","ВтЕЦ ”Рубикон”","Сливен","с. Бяла",1,201006,"42.73178,26.17853"
"АНТ201СЕ0000","СЕ","”Антимон 2” ЕООД",124662942,"Добрич","Добрич","ФтЕЦ ”Соколово”","Балчик","с. Соколово",0.078,90611,"43.47674,28.09225"
"ТОСО01СЕ0000","СЕ","”Топсолар” ООД",200307535,"Марица","с. Желязно","ФтЕЦ ”Топсолар 1”","Марица","с. Желязно",0.0644,160611,"42.21655,24.78421"
"ТОСО02СЕ0000","СЕ","”Топсолар” ООД",200307535,"Марица","с. Желязно","ФтЕЦ ”Топсолар 2”","Марица","с. Желязно",0.06072,160611,"42.21443,24.78271"
"СОКО01СЕ0000","СЕ","”Солар Комерс” ООД",200307567,"Марица","с. Желязно","ФтЕЦ ”Солар Комерс”","Марица","с. Желязно",0.06624,160611,"42.21648,24.78097"
"ДЕЛХ02СЕ0000","СЕ","”Делектра-Хидро” АД",112601586,"Столична","София","ФтЕЦ ”Лесичово - 1”","Пазарджик","с. Лесичово",0.8,51109,"42.35970,24.10831"
"ДЕЛХ03ВД0000","ВД","”Делектра-Хидро” АД",112601586,"Столична","София","МВЕЦ ”Лесичово - Разширение”","Пазарджик","с. Лесичово",1.245,90810,"42.35245,24.12056"
"ДЕЛЕ02СЕ0000","СЕ","”Делектра” ЕООД",130495202,"Столична","София","ФтЕЦ ”Делектра”","Дупница","Дупница",0.0126,21109,"42.25895,23.11574"
"КРЕЛ01ВД0000","ВД","”Кресна - Електрик” ООД",101523969,"Кресна","Кресна","МВЕЦ ”Кресна”","Кресна","Кресна",0.95,241004,"41.71447,23.16033"
"СИМА01СЕ0000","СЕ","”Стивмарани” ЕООД",200474737,"Ивайловград","Ивайловград","ФтЕЦ ”Стивмарани”","Ивайловград","Ивайловград",0.1,120711,"41.52135,26.12505"
"УССТ01ВЕ0000","ВЕ","”Уинд Системс” ООД",148121977,"Варна","Варна","ВтЕЦ ”Крупен - 4”","Каварна","с. Крупен",3,231010,"43.56109,28.24520"
"ПАУ201ВЕ0000","ВЕ","”Уинд Пауър 2” ООД",148121991,"Варна","Варна","ВтЕЦ ”Крупен - 2”","Каварна","с. Крупен",3,231010,"43.55955,28.23997"
"УНДЖ01ВЕ0000","ВЕ","”Уинд Енерджи” ООД",148121952,"Варна","Варна","ВтЕЦ ”Крупен - 1”","Каварна","с. Крупен",3,171111,"43.55874,28.24275"
"УТРМ01ВЕ0000","ВЕ","”Уинд Стрийм” ООД",148121984,"Варна","Варна","ВтЕЦ ”Крупен - 3”","Каварна","с. Крупен",3,231010,"43.56081,28.24859"
"ИНКИ01ВД0000","ВД","ЕТ ”Интерпрогрес - Николай Николов”",41066674,"Варна","Варна","МВЕЦ ”Неси”","Карлово","Клисура",0.6,211207,"42.69013,24.44646"
"ДИГЕ01ВЕ0000","ВЕ","ЕТ ”Дивекс - 2 - Георги Георгиев”",102720414,"Айтос","Айтос","ВтЕЦ ”Айтос”","Айтос","Айтос",0.5,61005,"42.67845,27.25433"
"АЙПЗ01ВД0000","ВД","”Ай Пи Зет” ЕООД",830160328,"Баните","с. Баните","МВЕЦ ”Кутела”","Смолян","с. Кутела",0.364,11200,"41.65832,24.82968"
"АТЕК01ВЕ0000","ВЕ","”Атек” ЕООД",125032672,"Пордим","с. Тотлебен","ВтЕЦ ”Коджакуз”","Търговище","Търговище",0.5,200906,"43.21280,26.57129"
"ВЕПС01ВЕ0000","ВЕ","СД ”Вертикал - Петков и Сие”",20423883,"Плевен","Плевен","ВтЕЦ ”Българево - 2”","Каварна","с. Българево",1.2,230508,"43.39332,28.43853"
"ХИИН01ВД0000","ВД","”Хидро Ин” ООД",119627021,"Сливен","Сливен","МВЕЦ ”Сборище”","Твърдица","с. Сборище",0.467,70509,"42.68437,25.97719"
"ИНВА01СЕ0000","СЕ","”Интерсолар Варна” АД",201031659,"Варна","Варна","ФтЕЦ ”Равна гора”","Аврен","с. Равна гора",4.99,80311,"43.05609,27.80914"
"СЪЕЛ01СЕ0000","СЕ","”Съни ЕЛ” ЕООД",124712765,"Добрич селска","с. Карапелит","ФтЕЦ ”Карапелит”","Добрич селска","с. Карапелит",0.0322,151111,"43.64955,27.56255"
"БАСО01СЕ0000","СЕ","”Балмет Солар” ООД",201182853,"Русе","Русе","ФтЕЦ ”Балмет”","Русе","Русе",0.1512,90811,"43.83601,25.95794"
"ИНКА01ВД0000","ВД","”Инертстрой - Калето” АД",106028833,"Мездра","Мездра","МВЕЦ ”Калето”","Мездра","с. Дърманци и с. Крета",3.6,230210,"42.65772,24.13788"
"ТЕИН01ВЕ0000","ВЕ","”Тера Инвест” ООД",119523186,"Сливен","Сливен","ВтЕЦ ”Сливенски минерални бани”","Сливен","с. Злати войвода",0.225,20104,"42.59365,26.19537"
"МУХА01ВЕ0000","ВЕ","”Мулти Хад” ООД",102875642,"Бургас","Бургас","ВтЕЦ ”Мулти Хад - Българово”","Бургас","Българово",0.5,190509,"42.62170,27.29836"
"АРЕЛ01ВД0000","ВД","”Ариел - ТН” ЕООД",106517564,"Мездра","Мездра","ВЕЦ ”Петрово”","Сандански","с. Петрово",2.57,10149,"41.43757,23.50668"
"РОПИ01ВД0000","ВД","”Родопи Еко Проджектс” ЕООД",120550180,"Златоград","Златоград","МВЕЦ ”Златоград”","Златоград","Златоград",0.48,30706,"41.38571,25.06071"
"ЛЪРГ01ВД0000","ВД","”Лъки Енергия” АД",101652946,"Сандански","Сандански","МВЕЦ ”Лъки”","Сандански","с. Пирин",3,141005,"41.54533,23.56065"
"ЕМУР01СЕ0000","СЕ","”Ем Ар Пауър България” ЕООД",160069379,"Садово","с. Селци","ФтЕЦ ”Селци”","Садово","с. Селци",0.1008,270411,"42.12560,25.04389"
"ХКБВ01СЕ0000","СЕ","”ХК - Бела вода” ООД",200621315,"Благоевград","Благоевград","ФтЕЦ ”Бела вода”","Петрич","с. Генерал Тодоров",1,231210,"41.45213,23.28826"
"ХСТР01ВД0000","ВД","”Хидроенергострой” ООД",130014423,"Благоевград","Благоевград","ВЕЦ ”Катунци - 1”","Сандански","с. Катунци",0.8,100604,"41.44365,23.43812"
"ХДРЖ01ВД0000","ВД","”Хидроенерджи” ООД",101558963,"Благоевград","Благоевград","ВЕЦ ”Яново”","Сандански","с. Яново",0.8,21002,"41.43876,23.48947"
"ХТАС01ВД0000","ВД","”Хидроекоенерго ТАС” ЕООД",131056489,"Столична","София","МВЕЦ ”ТАС”","Кресна","с. Влахи",0.915,90206,"41.74075,23.22985"
"ВКЛС01ВД0000","ВД","”Евклипс Инвест” ООД",200725196,"Разлог","с. Бачево","МВЕЦ ”Бачево”","Разлог","с. Бачево",1.254,281011,"41.91500,23.45561"
"СУСИ01СЕ0000","СЕ","”СУСИ - Кърджали” ООД",108564228,"Кърджали","Кърджали","ФтЕЦ ”СУСИ - Кърджали”","Кърджали","Кърджали",0.07755,51211,"41.63533,25.38228"
"НСКЪ01СЕ0000","СЕ","”ЕН ЕС Къмпани” ЕООД",200116836,"Камено","с. Камено","ФтЕЦ ”ЕН ЕС - Черни връх”","Камено","с. Черни връх",0.1222,290811,"42.43837,27.34692"
"РДЖИ01СЕ0000","СЕ","”Еко Енерджи” ЕООД",147030608,"Камено","с. Камено","ФтЕЦ ”Еко Енерджи - Черни връх”","Камено","с. Черни връх",0.19552,290811,"42.44269,27.33687"
"ВСТ401ВЕ0000","ВЕ","”Еко Инвест 2004” ООД",128584334,"Стралджа","Стралджа","ВтЕЦ ”Воденичане - 1”","Стралджа","с. Воденичане",0.225,211005,"42.54125,26.69385"
"КСТР01СЕ0000","СЕ","”Коси Транс” ООД",123671949,"Стара Загора","Стара Загора","ФтЕЦ ”Коси Транс - 2”","Опан","с. Васил Левски",0.14904,100112,"42.10931,25.77296"
"КСТР02СЕ0000","СЕ","”Коси Транс” ООД",123671949,"Стара Загора","Стара Загора","ФтЕЦ ”Коси Транс”","Опан","с. Васил Левски",0.14904,140611,"42.10734,25.77405"
"РОЦА01ВД0000","ВД","”Росина-Цанкови” ООД",30086336,"Априлци","Априлци","ВЕЦ ”Стърна”","Априлци","Априлци",0.56,80405,"42.83481,24.90308"
"МЕЕЛ01ВД0000","ВД","”Медиком-Електрик” ООД",110508044,"Троян","Троян","ВЕЦ ”Осогово”","Кюстендил","с. Гърляно",0.51,10127,"42.25145,22.55321"
"НПСС01ВД0000","ВД","”Напоителни системи” ЕАД - клон Среден Дунав",831160078,"Плевен","Плевен","ВЕЦ ”Телиш”","Червен бряг","с. Телиш",0.347,200495,"43.32361,24.24665"
"ПРОЛ01СЕ0000","СЕ","”Прима Солар” ЕООД",200600985,"Камено","с. Камено","ФтЕЦ ”Прима Солар - Черни връх”","Камено","с. Черни връх",0.142175,290811,"42.44135,27.34029"
"ПРИН01ВД0000","ВД","”Проектинвест” ООД",101533415,"Благоевград","Благоевград","МВЕЦ ”Каменица”","Гоце Делчев","с. Буково",1,300511,"41.71184,23.71139"
"ДАЕК01СЕ0000","СЕ","”Данов Еко” ЕООД",200390986,"Стралджа","с. Тамарино","ФтЕЦ ”Данов - Тамарино”","Стралджа","с. Тамарино",0.063,220811,"42.37946,26.74273"
"НАЧИ01ВЕ0000","ВЕ","СД ”Начеви - 90 и Сие”",119035258,"Сливен","Сливен","ВтЕЦ ”Начеви”","Сливен","с. Бяла",1,201006,"42.72671,26.18700"
"БОСО01СЕ0000","СЕ","”Болкан Солар Енерджи” ЕООД",201351890,"Стара Загора","Стара Загора","ФтЕЦ ”Болкан Солар - Сборище”","Твърдица","с. Сборище",0.804,150911,"42.68196,25.97781"
"ФОРИ01СЕ0000","СЕ","”Фотокристиан” ЕООД",200392489,"Мъглиж","Мъглиж","ФтЕЦ ”Фотокристиан - Ветрен”","Мъглиж","с. Ветрен",0.06426,261011,"42.60408,25.68333"
"РУЗА01СЕ0000","СЕ","”Руно - Казанлък” ЕАД",123643298,"Казанлък","Казанлък","ФтЕЦ ”Руно - Казанлък”","Казанлък","Казанлък",0.164,260509,"42.61564,25.38906"
"РУЗА02ВД0000","ВД","”Руно - Казанлък” ЕАД",123643298,"Казанлък","Казанлък","ВЕЦ ”Миджур”","Чупрене","с. Горни Лом",0.165,10152,"43.47528,22.74015"
"РУЗА03ВД0000","ВД","”Руно - Казанлък” ЕАД",123643298,"Казанлък","Казанлък","ВЕЦ ”Фалковец”","Димово","с. Фалковец",0.168,10152,"43.59147,22.77714"
"РУЗА04ВД0000","ВД","”Руно - Казанлък” ЕАД",123643298,"Казанлък","Казанлък","ВЕЦ ”Горни Лом”","Чупрене","с. Горни Лом",1.4,10164,"43.47777,22.74084"
"РУЗА05ВД0000","ВД","”Руно - Казанлък” ЕАД",123643298,"Казанлък","Казанлък","ВЕЦ ”Китка”","Чупрене","с. Горни Лом",5.2,10152,"43.47708,22.74092"
"ВРИЯ01ВД0000","ВД","”Вария” ЕООД",831485919,"Столична","София","ВЕЦ ”Искра”","Роман","м. ”Край Искъра”",1.5,280205,"43.10153,23.90629"
"БЕНИ01СЕ0000","СЕ","”Безмер Енерджи” ЕООД",200687030,"Столична","София","ФтЕЦ ”Безмер Енерджи”","Тунджа","с. Безмер и с. Бозаджии",4,200411,"42.47697,26.36418"
"МИВЕ01ВД0000","ВД","”МИ - ВЕЦ” ЕООД",120060162,"Девин","Девин","ВЕЦ ”Лесето”","Борино","с. Ягодина",0.45,291003,"41.63112,24.35497"
"САХА01ВД0000","ВД","”Станчо Хаджидимитров” АД",122011274,"Столична","София","ВЕЦ ”Каломен”","Дряново","с. Каломен",0.17,181298,"43.02970,25.42804"
"ДМ9701ВД0000","ВД","”Дани-М-97” ЕООД",121358215,"Столична","София","МВЕЦ ”Хубча”","Смолян","с. Бостница",0.2,10156,"41.60748,24.75875"
"МОНЕ01ВД0000","ВД","”Монт Ел” ЕООД",111524029,"Столична","София","ВЕЦ ”Трещена”","Георги-Дамяново","с. Дълги дел",1.1,250106,"43.27098,22.95674"
"ЕЛИП01СЕ0000","СЕ","ЕТ ”Елис - Кирил Пенков”",111045139,"Лом","Лом","ФтЕЦ ”Елис - Стралджа”","Стралджа","Стралджа",0.08,61011,"42.59684,26.70257"
